periode,kategori,total,qty
2023-02,OBENG,16750,2
2023-02,OVEN,387500,1
2023-02,PAN GORENG,4828450,41
2023-02,PANCI,10914873,143
2023-02,PANGGANGAN,1326250,32
2023-02,PARUTAN,720414,40
2023-02,PAYUNG,1210581,21
2023-02,PEELER,28091,3
2023-02,PEMBERSIH IKAN,9999,1
2023-02,PEMBUKA KALENG/BOTOL,45413,3
2023-02,PEMISAH TELUR,6980,5
2023-02,PENTOL PANCI,31500,7
2023-02,PERANGKAP NYAMUK,122976,3
2023-02,PERASAN,616233,14
2023-02,PERLENGKAPAN ULTAH,1101792,623
2023-02,PEWANGI,717608,61
2023-02,PINSET,119387,20
2023-02,PIPET,91141,9
2023-02,PIRING,9581507.24,1121
2023-02,PISAU,2332634,213
2023-02,POMPA,724814,14
2023-02,POT,2295875,227
2023-02,PRASMANAN,1319700,3
2023-02,PRESTO,495300,1
2023-02,RAK,11243292,157
2023-02,RAKET NYAMUK,1633603,28
2023-02,RANTANG,3436916,65
2023-02,REGULATOR,3763304.6,41
2023-02,REMOTE TV JOKER,44550,2
2023-02,RICE COOKER,16983385.5,56
2023-02,RING A MOP,1678480,27
2023-02,SAKLAR,78000,13
2023-02,SAPU,8241046,228
2023-02,SARINGAN,5278754,280
2023-02,SARUNG TANGAN,288935,51
2023-02,SEALER,331200,2
2023-02,SEMPROTAN,181160,9
2023-02,SENDOK,9591115,754
2023-02,SENTER,1044715,19
2023-02,SEROKAN,990391,53
2023-02,SETRIKA,5452040,32
2023-02,SHAKER,165549,2
2023-02,SIKAT,4658133,319
2023-02,SIKAT BAJU,57928,10
2023-02,SISIR,507131,96
2023-02,SKIMMER,77250,6
2023-02,SKINCARE,720855,55
2023-02,SLASIBAN,1078630,99
2023-02,SODET / SENDOK GORENG,603339,21
2023-02,SORONG AIR,322231,11
2023-02,SPATULA,30156,2
2023-02,SPONS,602663,84
2023-02,STATIONARY / ALAT TULIS,5070850.1,905
2023-02,STIK LAMPU,118221,1
2023-02,STOP KONTAK,1179416.8,73
2023-02,SUMPIT,228404,36
2023-02,TAKARAN,254224,19
2023-02,TALAM,633056,28
2023-02,TAMPA,355896,36
2023-02,TAPLAK,17400,1
2023-02,TAS BEKAL,371460,16
2023-02,TATAKAN GELAS,219348,27
2023-02,TEKO,3152337,56
2023-02,TELENAN,1363322,50
2023-02,TEMPAT BUMBU,1401108,47
2023-02,TEMPAT MINYAK,861069,16
2023-02,TEMPAT ROTI,206410,2
2023-02,TEMPAT SABUN,92931,9
2023-02,TEMPAT SAMBAL,347120.65,60
2023-02,TEMPAT SENDOK,1619334,85
2023-02,TEMPAT TELUR,72475,7
2023-02,TEMPAT TISSUE,640276,32
2023-02,TERMOS,9555051,96
2023-02,THINWAL,329609,47
2023-02,TIMBAH,1524920,162
2023-02,TIMBANGAN,1124739,14
2023-02,TISSUE,1073240,127
2023-02,TONG,2888820.1,54
2023-02,TOPLES,11249151.4,727
2023-02,TUDUNG SAJI,2721159,80
2023-02,TUSUK GIGI,335358,65
2023-02,TUSUK SATE,70875,5
2023-02,TUTUP GELAS,126776,90
2023-02,TUTUP WAJAN,214900,5
2023-02,UMUM,28465076.5,1111
2023-01,ACC / PITA / KARET,1291365,268
2023-01,AMPIA,555450,2
2023-01,ANTENA,287972,2
2023-01,ASBAK,572894,57
2023-01,AYAKAN,68771,5
2023-01,BABY BATHUB,1014676,22
2023-01,BAKUL,800359,70
2023-01,BANGKU / KURSI,12301811.12,199
2023-01,BASKOM,7596376,511
2023-01,BATRE,1100764,116
2023-01,BLENDER,5273050,26
2023-01,BOTOL,9527751,446
2023-01,BUNGA PLASTIK,258420,7
2023-01,BURNER,496780,20
2023-01,CAKE PAN,4146550,38
2023-01,CANGKIR,6849439.6,412
2023-01,CELEMEK,115811,6
2023-01,CELENGAN,661866,67
2023-01,CENTONG NASI,298905,36
2023-01,CERET,1883510,21
2023-01,CERMIN,1041214,44
2023-01,CETAKAN,2388521,180
2023-01,CHOPER,2701440,15
2023-01,CLING WRAP,37200,1
2023-01,COBEK,643635,14
2023-01,CONTAINER,9134678.03,74
2023-01,CORONG,115133,27
2023-01,CUP,45478,5
2023-01,DISPENCER,3040794,17
2023-01,EMBER,913359,25
2023-01,ESKAN,131625,5
2023-01,GALON,56700,1
2023-01,GANTUNGAN HOOK,120015,11
2023-01,GARPU,845570,47
2023-01,GAS,639969,31
2023-01,GAYUNG,2097215,241
2023-01,GELAS,10707038.84,985
2023-01,GEMBOK,662850,34
2023-01,GUNTING,1052475,127
2023-01,HAIR DRYER,157950,1
2023-01,HANGER,1735059,131
2023-01,JAM DINDING,1276640,27
2023-01,JEPITAN,1000059,79
2023-01,KAIN LAP,1558789,178
2023-01,KALO,1392823.16,415
2023-01,KAPSTOCK / GANTUNGAN BAJU,1566997,82
2023-01,KEMOCENG,573260,20
2023-01,KERANJANG,4846540,200
2023-01,KESET,4344424,190
2023-01,KIPAS,7817686,52
2023-01,KNOP KOMPOR,56840,6
2023-01,KOCOKAN,107471,10
2023-01,KOMPOR GAS,13066270,39
2023-01,KOTAK,7219146,426
2023-01,KOTAK GABUS,120597,11
2023-01,KUALI,5547266,81
2023-01,KUAS,356733,42
2023-01,KUKUSAN,1971414,16
2023-01,LAMPU,9745002,226
2023-01,LEMARI,5633250,12
2023-01,LIGHTER,129240,25
2023-01,LOYANG,1847225,45
2023-01,LUMPANG,546720,4
2023-01,MANGKOK,5167147,565
2023-01,MANTEL,358725,9
2023-01,MEJA,5022110,36
2023-01,MIKA,687696,38
2023-01,MINUMAN,1484070,292
2023-01,MIXER,1431250,2
2023-01,MUG,4757010,237
2023-01,NAMPAN,2251147,73
2023-01,OBENG,168635,19
2023-01,OVEN,812700,1
2023-01,PAN GORENG,3268520,26
2023-01,PANCI,9111439.85,111
2023-01,PANGGANGAN,991740,26
2023-01,PARUTAN,657521,45
2023-01,PAYUNG,764174,17
2023-01,PEELER,86271,9
2023-01,PEMBERSIH IKAN,19998,2
2023-01,PEMBUKA KALENG/BOTOL,53028,7
2023-01,PEMISAH TELUR,15356,11
2023-01,PENGGANJAL PINTU,19998,2
2023-01,PENTOL PANCI,49500,11
2023-01,PERANGKAP NYAMUK,299999,1
2023-01,PERASAN,141323,8
2023-01,PERLENGKAPAN ULTAH,891507,514
2023-01,PEWANGI,339255,46
2023-01,PINSET,69122,18
2023-01,PIPET,72214,9
2023-01,PIRING,11817478,1253
2023-01,PISAU,1907199,306
2023-01,POMPA,575528,10
2023-01,POT,2134390,164
2023-01,PRASMANAN,4771480,5
2023-01,RAK,10935930,151
2023-01,RAKET NYAMUK,2032175,33
2023-01,RANTANG,3289143,84
2023-01,REGULATOR,5271850,53
2023-01,REMOTE TV JOKER,111375,5
2023-01,RICE COOKER,18090775,54
2023-01,RING A MOP,3516510,45
2023-01,SAKLAR,60000,10
2023-01,SAPU,9129180,253
2023-01,SARINGAN,3101604,219
2023-01,SARUNG TANGAN,325048,49
2023-01,SEALER,207000,1
2023-01,SEMPROTAN,319227,15
2023-01,SENDOK,8224598,635
2023-01,SENTER,1372784,24
2023-01,SEROKAN,898682,53
2023-01,SETRIKA,4888700,26
2023-01,SHAKER,65550,1
2023-01,SIKAT,4746698,313
2023-01,SIKAT BAJU,161733,24
2023-01,SISIR,489763,106
2023-01,SKIMMER,58394,4
2023-01,SKINCARE,469627,45
2023-01,SLASIBAN,465019,54
2023-01,SODET / SENDOK GORENG,684567,24
2023-01,SORONG AIR,615391,22
2023-01,SPATULA,93178,6
2023-01,SPONS,325608,70
2023-01,STATIONARY / ALAT TULIS,3158476,599
2023-01,STOP KONTAK,539166,30
2023-01,SUMPIT,294723,46
2023-01,TAKARAN,300276,30
2023-01,TALAM,361732,25
2023-01,TAMPA,401743,41
2023-01,TAPLAK,260898,5
2023-01,TAS BEKAL,501166,28
2023-01,TATAKAN GELAS,24372,3
2023-01,TEKO,1876280,64
2023-01,TELENAN,1483680,58
2023-01,TEMPAT BUMBU,695708,25
2023-01,TEMPAT MINYAK,748223,13
2023-01,TEMPAT ROTI,355320,2
2023-01,TEMPAT SABUN,172300,15
2023-01,TEMPAT SAMBAL,371976,46
2023-01,TEMPAT SENDOK,1299735,66
2023-01,TEMPAT TELUR,67100,3
2023-01,TEMPAT TISSUE,672544,14
2023-01,TERMOS,8661219,95
2023-01,THINWAL,156492,4
2023-01,TIMBAH,1719404.25,151
2023-01,TIMBANGAN,1473960,18
2023-01,TISSUE,862292,106
2023-01,TONG,2251009,53
2023-01,TOPLES,11553690.5,659
2023-01,TUDUNG SAJI,1732055,35
2023-01,TUSUK GIGI,276799,38
2023-01,TUSUK SATE,219275,13
2023-01,TUTUP GELAS,125550,71
2023-01,TUTUP WAJAN,206500,5
2023-01,UMUM,28732980,1097
2023-01,WAJAN,239250,3
2022-12,ACC / PITA / KARET,1669517,315
2022-12,AMPIA,1087036,5
2022-12,ANTENA,143986,1
2022-12,ASBAK,437052,53
2022-12,AYAKAN,187118,12
2022-12,BABY BATHUB,408902,8
2022-12,BAKUL,1034162,95
2022-12,BANGKU / KURSI,11290006,155
2022-12,BASKOM,10772293.56,614
2022-12,BATRE,1393612.8,108
2022-12,BINGKAI,33750,1
2022-12,BLENDER,4318543,21
2022-12,BOTOL,8826235.36,392
2022-12,BUNGA PLASTIK,106266,3
2022-12,BURNER,725200,26
2022-12,CAKE PAN,1802850,13
2022-12,CANGKIR,2774193,373
2022-12,CELEMEK,161261,6
2022-12,CELENGAN,607611,63
2022-12,CENTONG NASI,491508,77
2022-12,CERET,4080853,92
2022-12,CERMIN,847540,46
2022-12,CETAKAN,2813430,201
2022-12,CHOPER,1924214,13
2022-12,COBEK,891220,17
2022-12,CONTAINER,7863480,62
2022-12,CORONG,99920,20
2022-12,CUP,53114,5
2022-12,DISPENCER,2926080,15
2022-12,EMBER,1610000,36
2022-12,ESKAN,241502,6
2022-12,GALON,334700,6
2022-12,GANTUNGAN HOOK,374119,34
2022-12,GARPU,1627350,115
2022-12,GAS,657472,29
2022-12,GAYUNG,1692160,192
2022-12,GELAS,13882625.42,1453
2022-12,GEMBOK,717079,40
2022-12,GUNTING,1115698,133
2022-12,HANGER,3622787.7,218
2022-12,JAM DINDING,1287760,31
2022-12,JEPITAN,1090822,86
2022-12,KAIN LAP,1651863,164
2022-12,KALO,1178670,467
2022-12,KAPSTOCK / GANTUNGAN BAJU,2480385,123
2022-12,KEMOCENG,429355,19
2022-12,KERANJANG,5083738,241
2022-12,KERTAS NASI,28750,1
2022-12,KESET,4684300,233
2022-12,KIPAS,6573450.4,48
2022-12,KNOP KOMPOR,67168,8
2022-12,KOCOKAN,242983,24
2022-12,KOMPOR GAS,15023000,43
2022-12,KOTAK,7500420,394
2022-12,KOTAK GABUS,36180,3
2022-12,KUALI,6175895,64
2022-12,KUAS,375702,60
2022-12,KUKUSAN,1866283,18
2022-12,LAMPU,8163311,219
2022-12,LEMARI,4118750,9
2022-12,LIGHTER,270450,40
2022-12,LOYANG,1526668,56
2022-12,LUMPANG,334560,3
2022-12,MANGKOK,10620798.7,916
2022-12,MANTEL,2866903.3,87
2022-12,MEJA,2253621,18
2022-12,MIKA,631699,34
2022-12,MINUMAN,1772314,280
2022-12,MIXER,2280032,10
2022-12,MUG,6119247.4,493
2022-12,NAMPAN,6719371.5,201
2022-12,OBENG,179019,21
2022-12,OVEN,1976796,3
2022-12,PAN GORENG,3488460,24
2022-12,PANCI,9249185,127
2022-12,PANGGANGAN,1549470,40
2022-12,PARUTAN,772374,59
2022-12,PAYUNG,2376701.52,53
2022-12,PEELER,127239,11
2022-12,PEMBERSIH IKAN,9999,1
2022-12,PEMBUKA KALENG/BOTOL,3332,1
2022-12,PEMISAH TELUR,13960,10
2022-12,PENTOL PANCI,72000,16
2022-12,PERASAN,99943,7
2022-12,PERLENGKAPAN ULTAH,1321108,637
2022-12,PEWANGI,361404,33
2022-12,PINSET,43952,9
2022-12,PIPET,54842,9
2022-12,PIRING,10608682.88,1429
2022-12,PISAU,2200728,272
2022-12,POMPA,777119,14
2022-12,POT,2204485,195
2022-12,PRASMANAN,2193350,3
2022-12,RAK,9990453.75,134
2022-12,RAKET NYAMUK,1242912,21
2022-12,RANTANG,3034856,84
2022-12,REGULATOR,3972326,41
2022-12,REMOTE TV JOKER,66825,3
2022-12,RICE COOKER,21259724,64
2022-12,RING A MOP,3867976,64
2022-12,SAKLAR,48000,8
2022-12,SAPU,11167185,310
2022-12,SARINGAN,3552699,242
2022-12,SARUNG TANGAN,283936,39
2022-12,SEALER,152410,1
2022-12,SEMPROTAN,232373,10
2022-12,SENDOK,8515053,609
2022-12,SENTER,1484923,33
2022-12,SEROKAN,1886237,90
2022-12,SETRIKA,2676275,17
2022-12,SIKAT,4318522,272
2022-12,SIKAT BAJU,195426,26
2022-12,SISIR,758496,170
2022-12,SKIMMER,79200,5
2022-12,SKINCARE,821324.12,82
2022-12,SLASIBAN,476644,63
2022-12,SLEBER,1170,1
2022-12,SODET / SENDOK GORENG,452162,20
2022-12,SORONG AIR,1285068,42
2022-12,SPATULA,114144,4
2022-12,SPONS,589530,82
2022-12,STATIONARY / ALAT TULIS,3428400,459
2022-12,STOP KONTAK,1153914,51
2022-12,SUMPIT,434332,41
2022-12,TAKARAN,78027,10
2022-12,TALAM,409270,17
2022-12,TAMPA,693923,81
2022-12,TAPLAK,247417,6
2022-12,TAS BEKAL,248664,12
2022-12,TATAKAN GELAS,129984,16
2022-12,TEKO,1909411,56
2022-12,TELENAN,1701664,59
2022-12,TEMPAT BUMBU,1306729,40
2022-12,TEMPAT MINYAK,509368,9
2022-12,TEMPAT ROTI,26450,1
2022-12,TEMPAT SABUN,221550,18
2022-12,TEMPAT SAMBAL,250199.4,45
2022-12,TEMPAT SENDOK,1528733,98
2022-12,TEMPAT TELUR,61675,2
2022-12,TEMPAT TISSUE,617252,36
2022-12,TERMOS,11151004,106
2022-12,THINWAL,226692,6
2022-12,TIMBAH,1694693,137
2022-12,TIMBANGAN,972220,15
2022-12,TISSUE,919199,123
2022-12,TONG,3145266,73
2022-12,TOPLES,26333564.76,1479
2022-12,TUDUNG SAJI,998890,33
2022-12,TUSUK GIGI,349854,61
2022-12,TUSUK SATE,90785,6
2022-12,TUTUP GELAS,356655,161
2022-12,TUTUP WAJAN,121750,3
2022-12,UMUM,45087378.24,1216
2022-11,ACC / PITA / KARET,1245077,245
2022-11,AMPIA,504350,2
2022-11,ASBAK,409512.49,45
2022-11,AYAKAN,94123,7
2022-11,BABY BATHUB,473750,12
2022-11,BAKUL,814866,56
2022-11,BANGKU / KURSI,8895141,148
2022-11,BASKOM,7965565.54,570
2022-11,BATRE,1119426.24,88
2022-11,BINGKAI,78445,3
2022-11,BLENDER,4009075,22
2022-11,BOTOL,12291709.52,511
2022-11,BUNGA PLASTIK,130319,5
2022-11,BURNER,498370,20
2022-11,CAKE PAN,1596650,12
2022-11,CANGKIR,2237445.76,321
2022-11,CELEMEK,47019,4
2022-11,CELENGAN,551991,48
2022-11,CENTONG NASI,406752,67
2022-11,CERET,3603462,51
2022-11,CERMIN,551440,31
2022-11,CETAKAN,2091421,135
2022-11,CHOPER,601330,5
2022-11,CLING WRAP,148800,4
2022-11,COBEK,380170,7
2022-11,CONTAINER,7844730,65
2022-11,CORONG,69921,20
2022-11,CUP,24300,2
2022-11,DISPENCER,4700185,23
2022-11,EMBER,691653,29
2022-11,ESKAN,235124,8
2022-11,GALON,223500,4
2022-11,GANTUNGAN HOOK,122527,8
2022-11,GARPU,999205,80
2022-11,GAS,591245,31
2022-11,GAYUNG,995865,119
2022-11,GELAS,10197263.4,989
2022-11,GEMBOK,611036,31
2022-11,GUNTING,1049561,109
2022-11,HAIR DRYER,137500,1
2022-11,HANGER,3074885,167
2022-11,JAM DINDING,757371,18
2022-11,JEPITAN,746936,57
2022-11,JUICER,641300,1
2022-11,KAIN LAP,1420987,162
2022-11,KALO,1451284.55,434
2022-11,KAPSTOCK / GANTUNGAN BAJU,1239575,60
2022-11,KEMOCENG,128138,7
2022-11,KERANJANG,4554264.95,208
2022-11,KERTAS NASI,28750,1
2022-11,KESET,2550373,125
2022-11,KIPAS,6718362.7,51
2022-11,KNOP KOMPOR,82759,8
2022-11,KOCOKAN,151398,16
2022-11,KOMPOR GAS,9402392.5,29
2022-11,KOTAK,7272136.14,386
2022-11,KOTAK GABUS,43785,105
2022-11,KUALI,6771512,81
2022-11,KUAS,161882,33
2022-11,KUKUSAN,3779545,29
2022-11,LAMPU,7265030.12,205
2022-11,LEMARI,3540637.5,7
2022-11,LIGHTER,149670,23
2022-11,LOYANG,864251,33
2022-11,LUMPANG,223200,3
2022-11,MANGKOK,5025245.4,476
2022-11,MANTEL,1672513,57
2022-11,MEJA,1436650,16
2022-11,MIKA,600644.22,40
2022-11,MINUMAN,1476632,300
2022-11,MIXER,2982755,11
2022-11,MUG,9068173,550
2022-11,NAMPAN,1506639.1,85
2022-11,OBENG,22634,3
2022-11,PAN GORENG,4114265,30
2022-11,PANCI,6593493.45,74
2022-11,PANGGANGAN,182850,13
2022-11,PARUTAN,583171,55
2022-11,PAYUNG,2902469.25,70
2022-11,PEELER,32000,8
2022-11,PEMBERSIH IKAN,19998,2
2022-11,PEMBUKA KALENG/BOTOL,45594,1
2022-11,PEMISAH TELUR,10134,5
2022-11,PENTOL PANCI,85500,19
2022-11,PERASAN,173083,4
2022-11,PERLENGKAPAN ULTAH,1348140,731
2022-11,PEWANGI,440490,37
2022-11,PINSET,50270,12
2022-11,PIPET,43108,8
2022-11,PIRING,9348051.12,1284
2022-11,PISAU,1951775,265
2022-11,POMPA,799062,16
2022-11,POT,1773131,230
2022-11,PRASMANAN,2329700,4
2022-11,RAK,8282373,111
2022-11,RAKET NYAMUK,870652,16
2022-11,RANTANG,2205838.15,46
2022-11,REGULATOR,3530680,33
2022-11,REMOTE TV JOKER,44550,2
2022-11,RICE COOKER,13610092,47
2022-11,RING A MOP,2583595,43
2022-11,SAKLAR,42000,7
2022-11,SAPU,9183104,228
2022-11,SARINGAN,3053451,201
2022-11,SARUNG TANGAN,176226.44,39
2022-11,SEMPROTAN,161104,4
2022-11,SENDOK,6134263,447
2022-11,SENTER,631305,20
2022-11,SEROKAN,1158524.79,49
2022-11,SETRIKA,5199275,35
2022-11,SHAKER,128550,2
2022-11,SIKAT,3264875,226
2022-11,SIKAT BAJU,202353,31
2022-11,SISIR,472746,75
2022-11,SKIMMER,59700,3
2022-11,SKINCARE,224765,23
2022-11,SLASIBAN,634472,64
2022-11,SODET / SENDOK GORENG,258105,8
2022-11,SORONG AIR,509328,15
2022-11,SPATULA,28500,2
2022-11,SPONS,414735,65
2022-11,STATIONARY / ALAT TULIS,3616647,445
2022-11,STOP KONTAK,504088,28
2022-11,SUMPIT,54913,7
2022-11,TAKARAN,160520,16
2022-11,TALAM,344765,15
2022-11,TAMPA,456544.7,51
2022-11,TAPLAK,603084,12
2022-11,TAS BEKAL,331708,14
2022-11,TATAKAN GELAS,592488,75
2022-11,TEKO,3387062,76
2022-11,TELENAN,886249,35
2022-11,TEMPAT BUMBU,928989,34
2022-11,TEMPAT MINYAK,308458,5
2022-11,TEMPAT ROTI,472129,3
2022-11,TEMPAT SABUN,386850,25
2022-11,TEMPAT SAMBAL,390990,69
2022-11,TEMPAT SENDOK,1405260,76
2022-11,TEMPAT TELUR,56790,4
2022-11,TEMPAT TISSUE,480893.2,28
2022-11,TERMOS,9978323.28,103
2022-11,THINWAL,36495,1
2022-11,TIMBAH,1131405,100
2022-11,TIMBANGAN,1488709,14
2022-11,TISSUE,812802.27,114
2022-11,TONG,2744066.8,76
2022-11,TOPLES,8118582.1,663
2022-11,TUDUNG SAJI,1659580,41
2022-11,TUSUK GIGI,212572,48
2022-11,TUSUK SATE,123375,8
2022-11,TUTUP GELAS,241639,45
2022-11,TUTUP WAJAN,154650,4
2022-11,UMUM,22318522.9,912
2022-10,ACC / PITA / KARET,1470487,280
2022-10,ALAT SERUT ES BATU,113800,1
2022-10,AMPIA,190400,1
2022-10,ASBAK,584740,44
2022-10,AYAKAN,97449,7
2022-10,BABY BATHUB,402082,10
2022-10,BABYLIST,173376,1
2022-10,BAKUL,658110,56
2022-10,BANGKU / KURSI,21504794,261
2022-10,BASKOM,7515474,503
2022-10,BATRE,817180,65
2022-10,BINGKAI,11940,1
2022-10,BLENDER,4793130,23
2022-10,BOTOL,36881008.5,1008
2022-10,BUNGA PLASTIK,37898,1
2022-10,BURNER,681890,25
2022-10,CAKE PAN,821350,6
2022-10,CANGKIR,5344774,758
2022-10,CELEMEK,213191,7
2022-10,CELENGAN,454491,47
2022-10,CENTONG NASI,160775,23
2022-10,CERET,2878257,41
2022-10,CERMIN,590475,29
2022-10,CETAKAN,2604821,154
2022-10,CHOPER,1365700,4
2022-10,COBEK,608870,16
2022-10,CONTAINER,10178913,68
2022-10,COOPER,39200,1
2022-10,CORONG,98340,25
2022-10,CUP,84700,10
2022-10,DISPENCER,5715450,24
2022-10,EMBER,1081617,40
2022-10,ESKAN,373716,10
2022-10,GALON,169000,3
2022-10,GANTUNGAN HOOK,184603,13
2022-10,GARPU,1115515,73
2022-10,GAS,441245,20
2022-10,GAYUNG,1293538,137
2022-10,GELAS,8897781,848
2022-10,GEMBOK,647830,38
2022-10,GUNTING,948507,113
2022-10,HANGER,2932498,146
2022-10,JAM DINDING,989721,21
2022-10,JEPITAN,714418,53
2022-10,KAIN LAP,1547720,171
2022-10,KALO,873523,213
2022-10,KAPSTOCK / GANTUNGAN BAJU,1599683,65
2022-10,KEMOCENG,455785,16
2022-10,KERANJANG,4616598,186
2022-10,KESET,4426845.25,177
2022-10,KIPAS,7287704,62
2022-10,KNOP KOMPOR,63748,9
2022-10,KOCOKAN,255038,25
2022-10,KOMPOR GAS,12184968,43
2022-10,KOTAK,6114655.82,366
2022-10,KOTAK GABUS,60960,62
2022-10,KUALI,5317385,75
2022-10,KUAS,179804,35
2022-10,KUKUSAN,3011607,22
2022-10,LAMPU,6786653.4,175
2022-10,LEMARI,3031500,5
2022-10,LIGHTER,76320,16
2022-10,LOYANG,1343556,52
2022-10,LUMPANG,78000,1
2022-10,MANGKOK,5871503,581
2022-10,MANTEL,1551870,31
2022-10,MEJA,2919957,17
2022-10,MIKA,430654,21
2022-10,MINUMAN,2212217.2,365
2022-10,MIXER,1054355,5
2022-10,MUG,4497754.5,225
2022-10,NAMPAN,1639075,81
2022-10,OBENG,115382,16
2022-10,OVEN,1232496,2
2022-10,PAN GORENG,3524880,31
2022-10,PANCI,6087516,84
2022-10,PANGGANGAN,513590,17
2022-10,PARUTAN,630346,45
2022-10,PAYUNG,1560138,40
2022-10,PEELER,115450,28
2022-10,PEMBERSIH IKAN,19998,2
2022-10,PEMISAH TELUR,11530,6
2022-10,PENGGANJAL PINTU,9999,1
2022-10,PENTOL PANCI,97991,23
2022-10,PERASAN,100603,6
2022-10,PERLENGKAPAN ULTAH,1264767,688
2022-10,PEWANGI,289828,22
2022-10,PINSET,47130,15
2022-10,PIPET,37046,10
2022-10,PIRING,7556906.48,1040
2022-10,PISAU,1967331,178
2022-10,POMPA,856064,18
2022-10,POT,2015295,173
2022-10,PRASMANAN,340000,1
2022-10,RAK,9261275,136
2022-10,RAKET NYAMUK,1080124,19
2022-10,RANTANG,2296971,43
2022-10,REGULATOR,3548918,37
2022-10,REMOTE TV JOKER,89100,4
2022-10,RICE COOKER,16924057,49
2022-10,RING A MOP,2781309,50
2022-10,SAKLAR,24000,4
2022-10,SAPU,8840562,214
2022-10,SARINGAN,2430963,177
2022-10,SARUNG TANGAN,202343,39
2022-10,SEMPROTAN,122824,6
2022-10,SENDOK,5980818,423
2022-10,SENTER,856497,21
2022-10,SEROKAN,1708921,69
2022-10,SETRIKA,4147675,38
2022-10,SHAKER,199998,2
2022-10,SIKAT,3264546,210
2022-10,SIKAT BAJU,177869,25
2022-10,SISIR,337746,67
2022-10,SKIMMER,42750,4
2022-10,SKINCARE,430907,45
2022-10,SLASIBAN,436700,49
2022-10,SLEBER,5850,5
2022-10,SODET / SENDOK GORENG,289547,12
2022-10,SORONG AIR,438991,16
2022-10,SPATULA,87695,6
2022-10,SPONS,410796,61
2022-10,STATIONARY / ALAT TULIS,3694500,722
2022-10,STIK LAMPU,118221,1
2022-10,STOP KONTAK,644508,33
2022-10,SUMPIT,50534,7
2022-10,TAKARAN,236699,18
2022-10,TALAM,393998,14
2022-10,TAMPA,324809,42
2022-10,TAPLAK,118284,5
2022-10,TAS BEKAL,388938,21
2022-10,TATAKAN GELAS,97488,12
2022-10,TEKO,1567782,36
2022-10,TELENAN,1238330,37
2022-10,TEMPAT BUMBU,641180,26
2022-10,TEMPAT MINYAK,109824,3
2022-10,TEMPAT ROTI,52900,2
2022-10,TEMPAT SABUN,226425,18
2022-10,TEMPAT SAMBAL,356843,48
2022-10,TEMPAT SENDOK,831141,57
2022-10,TEMPAT TELUR,39450,6
2022-10,TEMPAT TISSUE,597653,25
2022-10,TEMPAT TUSUK GIGI,37250,1
2022-10,TERMOS,12049603,120
2022-10,THINWAL,564009,15
2022-10,TIMBAH,1383144,124
2022-10,TIMBANGAN,2402906,22
2022-10,TISSUE,966246.56,116
2022-10,TONG,2706300,55
2022-10,TOPLES,3705158,234
2022-10,TUDUNG SAJI,2814679,44
2022-10,TUSUK GIGI,189236,32
2022-10,TUSUK SATE,56700,4
2022-10,TUTUP GELAS,260528,51
2022-10,TUTUP WAJAN,30750,1
2022-10,UMUM,22830917,961
2022-09,ACC / PITA / KARET,1139427,257
2022-09,AMPIA,899200,4
2022-09,ASBAK,497287,46
2022-09,AYAKAN,190795,13
2022-09,BABY BATHUB,721664,16
2022-09,BAKUL,685892.6,59
2022-09,BANGKU / KURSI,16586405,231
2022-09,BASKOM,6458838.75,512
2022-09,BATRE,1271031,103
2022-09,BINGKAI,190760,11
2022-09,BLENDER,5450230,21
2022-09,BOTOL,10738463,402
2022-09,BUNGA PLASTIK,127244,6
2022-09,BURNER,480880,19
2022-09,CAKE PAN,65500,3
2022-09,CANGKIR,3073337,414
2022-09,CELEMEK,149600,8
2022-09,CELENGAN,470763,48
2022-09,CENTONG NASI,160196,19
2022-09,CERET,2894605,38
2022-09,CERMIN,490595,28
2022-09,CETAKAN,2012093,123
2022-09,CHOPER,1065700,5
2022-09,CLING WRAP,25800,1
2022-09,COBEK,455640,12
2022-09,CONTAINER,6530794,51
2022-09,COOPER,39200,1
2022-09,CORONG,115168,22
2022-09,CUP,131400,15
2022-09,DISPENCER,2456288,16
2022-09,EMBER,479307,25
2022-09,ESKAN,237974,6
2022-09,GALON,258600,5
2022-09,GANTUNGAN HOOK,288417,24
2022-09,GARPU,751445,51
2022-09,GAS,479995,25
2022-09,GAYUNG,1353407,139
2022-09,GELAS,7448270.7,795
2022-09,GEMBOK,324610,18
2022-09,GUNTING,951341.2,102
2022-09,HANGER,1869513,101
2022-09,JAM DINDING,1245191,28
2022-09,JEPITAN,427431.4,34
2022-09,JUICER,830250,1
2022-09,KAIN LAP,953984,113
2022-09,KALO,1586232,262
2022-09,KAPSTOCK / GANTUNGAN BAJU,888947,45
2022-09,KEMOCENG,170275,10
2022-09,KERANJANG,3068574,144
2022-09,KERTAS NASI,57500,2
2022-09,KESET,3136717,125
2022-09,KIPAS,6141742,38
2022-09,KNOP KOMPOR,64009,5
2022-09,KOCOKAN,352699,29
2022-09,KOMPOR GAS,12823399,68
2022-09,KOTAK,7174797,402
2022-09,KOTAK GABUS,53460,9
2022-09,KUALI,4316424,67
2022-09,KUAS,192841,36
2022-09,KUKUSAN,3308499,20
2022-09,LAMPU,4067902,106
2022-09,LEMARI,1920500,3
2022-09,LIGHTER,117630,15
2022-09,LOYANG,1112176,48
2022-09,MANGKOK,4389449,507
