periode,kategori,total,qty
2021-11,RICE COOKER,12715113.75,35
2021-11,RING A MOP,1842964,39
2021-11,SAKLAR,115968,10
2021-11,SAPU,6667407.2,260
2021-11,SARINGAN,2368690,151
2021-11,SARUNG TANGAN,149448,12
2021-11,SEALER,270420,2
2021-11,SEMPROTAN,57375,1
2021-11,SENDOK,6100865.55,506
2021-11,SENTER,667208,17
2021-11,SEROKAN,1009765,63
2021-11,SETRIKA,1394036,12
2021-11,SHAKER,151200,2
2021-11,SIKAT,2798530.5,256
2021-11,SIKAT BAJU,84500,13
2021-11,SISIR,251001,54
2021-11,SLASIBAN,57366.2,18
2021-11,SLEBER,7020,6
2021-11,SODET / SENDOK GORENG,859604.1,71
2021-11,SORONG AIR,512659,19
2021-11,SPONS,446659.65,110
2021-11,STATIONARY / ALAT TULIS,356864,30
2021-11,STOP KONTAK,512382,31
2021-11,SUMPIT,131470,28
2021-11,TAKARAN,102600,12
2021-11,TALAM,61032,5
2021-11,TAMPA,385294,49
2021-11,TAPLAK,476423.3,18
2021-11,TAS BEKAL,148846,8
2021-11,TATAKAN GELAS,289480,40
2021-11,TEKO,1948028.68,72
2021-11,TELENAN,864069,52
2021-11,TEMPAT BUMBU,670045,23
2021-11,TEMPAT MINYAK,422500,18
2021-11,TEMPAT ROTI,176985,6
2021-11,TEMPAT SABUN,166575,7
2021-11,TEMPAT SAMBAL,107569,20
2021-11,TEMPAT SENDOK,1332072.2,87
2021-11,TEMPAT TELUR,78490,8
2021-11,TEMPAT TISSUE,262192.5,13
2021-11,TEMPAT TUSUK GIGI,91371.2,16
2021-11,TERMOS,4432419,61
2021-11,TIMBAH,1456699,158
2021-11,TIMBANGAN,487364,8
2021-11,TISSUE,80030,12
2021-11,TONG,3483945.96,155
2021-11,TOPLES,3154280.45,231
2021-11,TUDUNG SAJI,717903,29
2021-11,TUSUK GIGI,157104,59
2021-11,TUSUK SATE,28350,2
2021-11,TUTUP GELAS,205955,93
2021-11,TUTUP WAJAN,15400,1
2021-11,UMUM,9683740.2,295
2021-10,ACC / PITA / KARET,69082,26
2021-10,AMPIA,283500,1
2021-10,ASBAK,137656,19
2021-10,AYAKAN,69000,7
2021-10,BABY BATHUB,177000,5
2021-10,BAKUL,155692,16
2021-10,BANGKU / KURSI,1858651,44
2021-10,BASKOM,3299461.72,278
2021-10,BATRE,419274,38
2021-10,BLENDER,284400,1
2021-10,BOTOL,2454420,125
2021-10,BUNGA PLASTIK,187200,8
2021-10,CAKE PAN,103150,5
2021-10,CANGKIR,645276.2,322
2021-10,CELEMEK,24800,4
2021-10,CELENGAN,273487,29
2021-10,CENTONG NASI,99040,24
2021-10,CERET,245225,9
2021-10,CERMIN,71088,12
2021-10,CETAKAN,734518,56
2021-10,CLING WRAP,51600,2
2021-10,CONTAINER,963485.3,9
2021-10,CORONG,113184,17
2021-10,CUP,69096,8
2021-10,DISPENCER,562800,4
2021-10,EMBER,387975,10
2021-10,GALON,212400,5
2021-10,GANTUNGAN HOOK,550301,52
2021-10,GARPU,157780,12
2021-10,GAYUNG,460096.09,76
2021-10,GELAS,2430091.5,237
2021-10,GEMBOK,26928,2
2021-10,GILINGAN,33998,1
2021-10,GUNTING,474709,56
2021-10,HANGER,1017143,43
2021-10,JEPITAN,466214,36
2021-10,KAIN LAP,926049,70
2021-10,KALO,1205354,61
2021-10,KAPSTOCK / GANTUNGAN BAJU,327067,28
2021-10,KEMOCENG,101475,11
2021-10,KERANJANG,1269727,112
2021-10,KESET,2718232,146
2021-10,KIPAS,2618448,23
2021-10,KOCOKAN,369769,30
2021-10,KOMPOR GAS,1999000,7
2021-10,KOTAK,2658960,147
2021-10,KOTAK GABUS,102330,22
2021-10,KUALI,750750,10
2021-10,KUAS,153866,21
2021-10,KUKUSAN,552225,11
2021-10,LAMPU,1474205.05,36
2021-10,LIGHTER,136389,22
2021-10,LOYANG,219566,12
2021-10,MANGKOK,1955765.6,293
2021-10,MIKA,46680,15
2021-10,MINUMAN,306099,34
2021-10,MIXER,259488,2
2021-10,MUG,1163722,116
2021-10,NAMPAN,518614,32
2021-10,PAN GORENG,683770,11
2021-10,PANCI,2030760,50
2021-10,PANGGANGAN,33600,3
2021-10,PARUTAN,250095,24
2021-10,PAYUNG,403350,16
2021-10,PEELER,32000,8
2021-10,PEMBERSIH IKAN,48000,8
2021-10,PEMBUKA KALENG/BOTOL,61207,2
2021-10,PEMISAH TELUR,8738,4
2021-10,PENTOL PANCI,29926,7
2021-10,PERANGKAP NYAMUK,67968,2
2021-10,PERASAN,92624,7
2021-10,PERLENGKAPAN ULTAH,34250,23
2021-10,PINSET,21994,7
2021-10,PIPET,4726,2
2021-10,PIRING,2757665.26,504
2021-10,PISAU,606806,57
2021-10,POMPA,72000,3
2021-10,POT,694452,83
2021-10,PRASMANAN,164025,1
2021-10,RAK,1767892.3,47
2021-10,RAKET NYAMUK,77645,2
2021-10,RANTANG,877520,21
2021-10,REGULATOR,169392,2
2021-10,RICE COOKER,7081440,20
2021-10,RING A MOP,859280,15
2021-10,SAKLAR,79968,4
2021-10,SAPU,3237760,137
2021-10,SARINGAN,1192304,84
2021-10,SARUNG TANGAN,120464,10
2021-10,SENDOK,3084808,319
2021-10,SENTER,468834.8,8
2021-10,SEROKAN,734776,49
2021-10,SETRIKA,423200,4
2021-10,SHAKER,63000,1
2021-10,SIKAT,1354563,101
2021-10,SIKAT BAJU,26000,4
2021-10,SISIR,42452,11
2021-10,SKIMMER,50788,2
2021-10,SLEBER,2340,2
2021-10,SODET / SENDOK GORENG,338146,28
2021-10,SORONG AIR,149246,5
2021-10,SPATULA,23940,6
2021-10,SPONS,305527.4,91
2021-10,STATIONARY / ALAT TULIS,192874,19
2021-10,STOP KONTAK,224726,13
2021-10,SUMPIT,160513,20
2021-10,TAKARAN,242845,26
2021-10,TALAM,46974,4
2021-10,TAMPA,167188,22
2021-10,TAPLAK,64124,4
2021-10,TATAKAN GELAS,70761,10
2021-10,TEKO,746093,25
2021-10,TELENAN,238200,14
2021-10,TEMPAT BUMBU,385180,22
2021-10,TEMPAT MINYAK,179000,7
2021-10,TEMPAT SABUN,170100,6
2021-10,TEMPAT SAMBAL,142614,23
2021-10,TEMPAT SENDOK,377623,32
2021-10,TEMPAT TELUR,54725,5
2021-10,TEMPAT TISSUE,206235,12
2021-10,TEMPAT TUSUK GIGI,6149,1
2021-10,TERMOS,1177176,15
2021-10,TIMBAH,351992,35
2021-10,TIMBANGAN,607901,7
2021-10,TISSUE,15657,3
2021-10,TONG,807261.1,21
2021-10,TOPLES,949850,51
2021-10,TUDUNG SAJI,487638,20
2021-10,TUSUK GIGI,59757,24
2021-10,TUSUK SATE,14175,1
2021-10,TUTUP GELAS,96257,43
2021-10,TUTUP WAJAN,112000,6
2021-10,UMUM,4170753,118
2021-10,VACUM,111628,2
